ID Number,X Position,Y Position,B,Sigma 1 B,Sigma 2 B,V,Sigma 1 V,Sigma 2 V,R,Sigma 1 R,Sigma 2 R,I,Sigma 1 I,Sigma 2 I,nB,nV,nR,nI,RA,Declination ,,,,,,
504214,819.81,2774.82,99.999,9.999,9.999,19.59,0.07,0,18.962,0.047,0,18.314,0.037,0,0,1,2,2,40.04488,42.79274,2,40,10.77,42,47,33.8
501042,1014.4,-153.49,99.999,9.999,9.999,19.591,0.1,0,18.962,0.037,0,18.419,0.035,0,0,1,2,2,40.80058,42.7746,2,43,12.14,42,46,28.6
502362,822.09,1230.32,99.999,9.999,9.999,19.591,0.061,0,19.037,0.024,0.073,18.404,0.017,0.009,0,1,7,16,40.44266,42.80275,2,41,46.24,42,48,9.9
501666,1334.33,507.75,99.999,9.999,9.999,19.594,0.065,0,18.687,0.02,0.05,17.964,0.015,0.002,0,1,9,16,40.6329,42.71038,2,42,31.9,42,42,37.4
503466,108.98,2271.57,99.999,9.999,9.999,19.598,0.052,0,19.036,0.037,0,18.383,0.053,0,0,1,2,1,40.16774,42.93057,2,40,40.26,42,55,50.1
502900,1006.65,1743.45,99.999,9.999,9.999,19.6,0.04,0.01,18.622,0.016,0.026,17.701,0.012,0.013,0,2,11,18,40.31216,42.76457,2,41,14.92,42,45,52.4
501792,1168.38,661.79,20.701,0.086,0,19.6,0.054,0,18.825,0.017,0.012,18.228,0.014,0.025,1,1,10,18,40.59193,42.74082,2,42,22.06,42,44,27
503758,1616.94,2468.73,99.999,9.999,9.999,19.602,0.042,0,18.606,0.028,0,17.681,0.03,0,0,2,3,2,40.13132,42.64434,2,40,31.52,42,38,39.6
501366,1971.43,152.8,20.205,0.077,0,19.603,0.047,0,19.173,0.039,0,18.861,0.065,0,1,1,2,1,40.72913,42.59206,2,42,54.99,42,35,31.4
503564,1777.68,2341.02,20.3,0.069,0,19.604,0.048,0,19.29,0.054,0,18.799,0.047,0,1,2,1,2,40.16565,42.61486,2,40,39.76,42,36,53.5
501636,2057.62,481.18,99.999,9.999,9.999,19.605,0.07,0,18.778,0.04,0,17.919,0.054,0,0,1,2,1,40.64551,42.57388,2,42,34.92,42,34,26
504262,-558.53,2807.68,99.999,9.999,9.999,19.606,0.055,0,18.565,0.028,0,17.763,0.026,0,0,1,2,3,40.02278,43.05285,2,40,5.47,43,3,10.3
502804,672.26,1655.12,99.999,9.999,9.999,19.606,0.06,0,18.588,0.019,0.003,17.363,0.012,0.004,0,1,9,17,40.3319,42.82832,2,41,19.66,42,49,42
501444,164.21,234.45,99.999,9.999,9.999,19.608,0.086,0,19.044,0.027,0.037,18.575,0.033,0,0,1,6,2,40.69403,42.93306,2,42,46.57,42,55,59
504383,491.27,2877.4,99.999,9.999,9.999,19.608,0.071,0,18.725,0.034,0,17.969,0.028,0,0,1,2,3,40.01521,42.85405,2,40,3.65,42,51,14.6
502665,2572.89,1513.92,20.301,0.077,0,19.609,0.054,0,19.298,0.061,0,18.931,0.042,0,1,1,1,2,40.38501,42.47017,2,41,32.4,42,28,12.6
502089,68.33,987.92,20.296,0.062,0.103,19.609,0.071,0,19.108,0.035,0.036,18.639,0.029,0.003,2,1,3,3,40.49873,42.94667,2,41,59.69,42,56,48
501004,1942.92,-177.78,99.999,9.999,9.999,19.61,0.057,0,19.076,0.036,0,18.567,0.05,0,0,1,1,1,40.81379,42.59929,2,43,15.31,42,35,57.4
500055,397.23,1121.41,99.999,9.999,9.999,19.611,0.028,0.015,19.088,0.021,0.052,18.525,0.015,0.029,0,10,10,18,40.46708,42.8837,2,41,52.1,42,53,1.3
502846,1097.99,1696.22,20.547,0.094,0,19.612,0.037,0.048,18.674,0.016,0.022,17.847,0.013,0.011,1,2,10,17,40.32514,42.74762,2,41,18.03,42,44,51.4
503187,182.74,2085.71,99.999,9.999,9.999,19.612,0.067,0,19.11,0.049,0,18.757,0.055,0,0,1,2,1,40.2164,42.91791,2,40,51.94,42,55,4.5
500439,2011.03,-554.85,99.999,9.999,9.999,19.613,0.064,0,18.912,0.04,0,18.113,0.03,0,0,1,2,2,40.91109,42.58845,2,43,38.66,42,35,18.4
503507,1093.24,2306.74,99.999,9.999,9.999,19.613,0.04,0.046,19.169,0.031,0.042,18.73,0.03,0.009,0,3,3,3,40.168,42.74439,2,40,40.32,42,44,39.8
502095,2603.5,990.99,99.999,9.999,9.999,19.614,0.04,0.077,18.601,0.029,0.099,17.673,0.022,0.031,0,3,4,4,40.51924,42.46768,2,42,4.62,42,28,3.6
502289,2235.46,1162.67,99.999,9.999,9.999,19.614,0.036,0.053,18.467,0.021,0.029,16.999,0.017,0.011,0,3,4,5,40.47214,42.53615,2,41,53.31,42,32,10.1
502439,1257.34,1309.72,99.999,9.999,9.999,19.615,0.067,0,18.93,0.024,0.031,18.368,0.017,0.001,0,1,9,16,40.42598,42.72002,2,41,42.23,42,43,12.1
501424,719.66,211.8,99.999,9.999,9.999,19.616,0.099,0,19.099,0.028,0.007,18.654,0.02,0.011,0,1,7,15,40.70423,42.82824,2,42,49.01,42,49,41.7
501902,1620.05,790.73,99.999,9.999,9.999,19.616,0.052,0,18.7,0.02,0.023,17.929,0.014,0.009,0,1,9,16,40.56247,42.65471,2,42,14.99,42,39,16.9
501833,1305.51,706.92,99.999,9.999,9.999,19.618,0.072,0,18.671,0.021,0.002,17.757,0.013,0.009,0,1,9,16,40.58144,42.71464,2,42,19.55,42,42,52.7
501656,2005.91,500.48,99.999,9.999,9.999,19.618,0.063,0,18.895,0.042,0,18.272,0.054,0,0,1,1,2,40.64015,42.58353,2,42,33.64,42,35,0.7
503074,1892.64,1961.13,99.999,9.999,9.999,19.62,0.058,0,18.55,0.017,0.004,17.274,0.012,0.008,0,1,9,17,40.26424,42.59574,2,41,3.42,42,35,44.7
500831,2181.23,-306.08,99.999,9.999,9.999,19.621,0.07,0,18.871,0.092,0,18.121,0.083,0,0,1,1,1,40.84848,42.55496,2,43,23.64,42,33,17.9
503450,-288.42,2259.69,99.999,9.999,9.999,19.621,0.065,0,18.993,0.045,0,18.552,0.033,0,0,1,1,2,40.16704,43.00572,2,40,40.09,43,0,20.6
500640,2812.39,-433.94,99.999,9.999,9.999,19.622,0.088,0,19.291,0.091,0,18.532,0.094,0,0,1,1,1,40.88586,42.43639,2,43,32.61,42,26,11
503341,-127.61,2186.03,99.999,9.999,9.999,19.623,0.052,0,18.517,0.031,0,17.288,0.024,0,0,1,2,2,40.18759,42.97585,2,40,45.02,42,58,33.1
501451,2515.39,244.21,99.999,9.999,9.999,19.624,0.058,0,19.252,0.037,0,18.839,0.06,0,0,1,2,2,40.70989,42.48876,2,42,50.37,42,29,19.5
502558,1218.55,1410.71,20.189,0.071,0,19.624,0.056,0,19.215,0.029,0.051,18.752,0.022,0.013,1,1,6,13,40.39966,42.7267,2,41,35.92,42,43,36.1
501407,1561.86,197.61,99.999,9.999,9.999,19.625,0.043,0,18.457,0.017,0.019,17.051,0.011,0.007,0,1,9,16,40.71445,42.66919,2,42,51.47,42,40,9.1
502935,1905.17,1789.26,99.999,9.999,9.999,19.626,0.059,0,18.756,0.048,0,18.032,0.02,0.058,0,2,2,12,40.30847,42.59452,2,41,14.03,42,35,40.3
501753,313.63,613.6,99.999,9.999,9.999,19.626,0.094,0,18.719,0.021,0.001,17.7,0.013,0.001,0,1,9,16,40.59738,42.90261,2,42,23.37,42,54,9.4
503098,2018.75,1998.65,99.999,9.999,9.999,19.627,0.046,0,18.625,0.035,0,17.585,0.03,0,0,1,2,2,40.25577,42.57166,2,41,1.38,42,34,18
500391,2303.44,-589.51,99.999,9.999,9.999,19.628,0.066,0,18.907,0.032,0,18.283,0.03,0,0,1,2,2,40.92208,42.53338,2,43,41.3,42,32,0.2
504311,-566.1,2838.74,99.999,9.999,9.999,19.63,0.048,0,19.106,0.051,0,18.657,0.05,0,0,1,1,1,40.01467,43.05406,2,40,3.52,43,3,14.6
502234,-167.18,1118.17,99.999,9.999,9.999,19.631,0.065,0,18.667,0.022,0.047,17.486,0.019,0.006,0,1,4,4,40.46308,42.99036,2,41,51.14,42,59,25.3
502612,-57.14,1458.86,99.999,9.999,9.999,19.632,0.058,0,19.141,0.049,0,18.681,0.045,0,0,1,1,2,40.37604,42.9674,2,41,30.25,42,58,2.6
503035,1183.36,1899.97,20.384,0.07,0,19.633,0.06,0,19.174,0.03,0.01,18.689,0.02,0.023,1,1,7,15,40.27348,42.73014,2,41,5.64,42,43,48.5
501443,1951.31,233.85,99.999,9.999,9.999,19.634,0.053,0,18.6,0.019,0.009,17.374,0.013,0,0,1,9,16,40.70816,42.5954,2,42,49.96,42,35,43.4
502317,252.59,1190.21,99.999,9.999,9.999,19.634,0.075,0,19.107,0.025,0.003,18.676,0.021,0.002,0,1,8,14,40.44809,42.9106,2,41,47.54,42,54,38.2
504028,-150.07,2635.63,99.999,9.999,9.999,19.635,0.067,0,18.934,0.045,0,18.335,0.039,0,0,1,2,2,40.07126,42.97694,2,40,17.1,42,58,37
500596,2432.09,-463.53,99.999,9.999,9.999,19.637,0.056,0,19.403,0.05,0,18.914,0.059,0,0,1,1,1,40.89069,42.5084,2,43,33.77,42,30,30.3
500068,2299.88,-808.01,99.999,9.999,9.999,19.637,0.061,0,18.807,0.035,0,18.06,0.035,0,0,1,2,2,40.9781,42.53518,2,43,54.74,42,32,6.7
502048,1760.69,952.67,20.653,0.084,0,19.637,0.041,0.027,19.031,0.02,0.032,18.452,0.016,0.011,1,2,10,18,40.52204,42.62715,2,42,5.29,42,37,37.7
504470,1645.35,2961.66,99.999,9.999,9.999,19.639,0.046,0,18.737,0.029,0,17.827,0.026,0,0,2,2,2,40.00499,42.63544,2,40,1.2,42,38,7.6
502844,2262.21,1695.26,99.999,9.999,9.999,19.64,0.043,0,18.631,0.033,0,17.422,0.03,0,0,2,2,2,40.33579,42.52768,2,41,20.59,42,31,39.7
501460,2503.69,256.19,99.999,9.999,9.999,19.641,0.075,0,19.051,0.039,0,18.41,0.041,0,0,1,2,2,40.70673,42.4909,2,42,49.62,42,29,27.2
501269,276.27,34.49,99.999,9.999,9.999,19.641,0.101,0,18.604,0.023,0.062,17.557,0.015,0.059,0,1,6,10,40.74651,42.91302,2,42,59.16,42,54,46.9
503075,864.62,1961.75,99.999,9.999,9.999,19.642,0.057,0,19.302,0.029,0.034,18.925,0.026,0.025,0,1,6,11,40.25466,42.78994,2,41,1.12,42,47,23.8
501812,2638.46,683.97,99.999,9.999,9.999,19.643,0.054,0,18.789,0.03,0,17.893,0.036,0,0,2,2,2,40.59818,42.46293,2,42,23.56,42,27,46.6
503739,-684.84,2455.32,99.999,9.999,9.999,19.644,0.077,0,18.846,0.039,0,18.134,0.028,0,0,1,2,2,40.11267,43.07924,2,40,27.04,43,4,45.3
503296,2473.03,2158.58,99.999,9.999,9.999,19.644,0.05,0,18.642,0.028,0,17.647,0.032,0,0,1,2,2,40.21894,42.48476,2,40,52.55,42,29,5.1
502231,2571.78,1113.17,99.999,9.999,9.999,19.645,0.046,0.006,19.025,0.027,0.045,18.465,0.028,0,0,2,4,4,40.48767,42.47292,2,41,57.04,42,28,22.5
502239,-346.58,1122.64,99.999,9.999,9.999,19.646,0.063,0,19.405,0.037,0.179,18.807,0.03,0.168,0,1,3,3,40.46038,43.02422,2,41,50.49,43,1,27.2
503518,595.34,2314.48,20.08,0.1,0,19.647,0.059,0,19.284,0.041,0,18.818,0.049,0,1,1,2,2,40.16129,42.8384,2,40,38.71,42,50,18.2
502112,2834.9,1006.34,99.999,9.999,9.999,19.648,0.061,0,18.452,0.027,0,17.092,0.024,0,0,1,2,2,40.51724,42.42387,2,42,4.14,42,25,25.9
501328,2377.67,105.48,99.999,9.999,9.999,19.648,0.061,0,19.304,0.048,0,18.893,0.061,0,0,1,1,1,40.74439,42.51557,2,42,58.65,42,30,56
502214,2424.4,1100.22,20.267,0.063,0.038,19.649,0.044,0.092,19.247,0.032,0.025,18.805,0.035,0.011,2,2,4,3,40.48975,42.50084,2,41,57.54,42,30,3
503044,-121.9,1917.69,99.999,9.999,9.999,19.65,0.061,0,19.274,0.045,0,18.747,0.052,0,0,1,2,1,40.25695,42.9766,2,41,1.67,42,58,35.8
501414,1729.31,200.94,99.999,9.999,9.999,19.651,0.052,0,19.078,0.028,0.017,18.621,0.019,0.003,0,2,6,14,40.71489,42.63753,2,42,51.57,42,38,15.1
503047,1218.36,1925.52,20.205,0.082,0,19.654,0.052,0,19.239,0.028,0.009,18.853,0.022,0.015,1,2,7,14,40.26723,42.72336,2,41,4.14,42,43,24.1
504074,-233.18,2671.42,99.999,9.999,9.999,19.654,0.085,0,18.738,0.053,0,17.884,0.057,0,0,1,2,1,40.06121,42.99238,2,40,14.69,42,59,32.6
503014,2117.59,1883.39,99.999,9.999,9.999,19.654,0.045,0,18.94,0.04,0,18.236,0.038,0,0,1,2,2,40.28624,42.55376,2,41,8.7,42,33,13.5
500700,1525.52,-390.66,99.999,9.999,9.999,19.654,0.053,0,18.807,0.04,0,18.003,0.027,0,0,1,2,2,40.8654,42.67932,2,43,27.7,42,40,45.5
502850,-37.65,1698.4,99.999,9.999,9.999,19.656,0.073,0,19.279,0.047,0,18.863,0.049,0,0,1,1,2,40.31435,42.96215,2,41,15.44,42,57,43.7
504156,1723.13,2733.24,99.999,9.999,9.999,19.656,0.052,0,19.312,0.038,0,18.92,0.037,0,0,2,2,2,40.06441,42.6224,2,40,15.46,42,37,20.6
501568,978.85,390.06,99.999,9.999,9.999,19.657,0.088,0,19.039,0.027,0.021,18.217,0.017,0.013,0,1,7,16,40.66035,42.77824,2,42,38.48,42,46,41.6
503759,1461.37,2469.24,99.999,9.999,9.999,19.659,0.067,0,18.508,0.028,0,17.033,0.023,0,0,1,2,3,40.12971,42.67372,2,40,31.13,42,40,25.4
504244,2587.58,2793.06,99.999,9.999,9.999,19.659,0.049,0,18.961,0.031,0,18.276,0.035,0,0,2,2,2,40.05749,42.45868,2,40,13.8,42,27,31.3
501431,1443.38,217.91,20.314,0.089,0,19.661,0.076,0,19.324,0.035,0.012,18.934,0.025,0.013,1,1,5,11,40.7083,42.69146,2,42,49.99,42,41,29.3
503161,2257.9,2068.66,99.999,9.999,9.999,19.661,0.065,0,18.916,0.032,0,18.198,0.032,0,0,1,2,2,40.24,42.52601,2,40,57.6,42,31,33.6
500096,1372.95,-785.84,99.999,9.999,9.999,19.662,0.053,0,18.795,0.036,0,17.878,0.032,0,0,1,2,2,40.96593,42.71022,2,43,51.82,42,42,36.8
503303,531.9,2162.09,99.999,9.999,9.999,19.662,0.053,0,19.25,0.051,0,18.671,0.054,0,0,1,2,1,40.19997,42.85143,2,40,47.99,42,51,5.2
501344,2659.97,127.27,99.999,9.999,9.999,19.663,0.057,0,18.907,0.041,0,18.239,0.032,0,0,1,1,2,40.74097,42.46211,2,42,57.83,42,27,43.6
501823,2038.47,695.55,99.999,9.999,9.999,19.663,0.049,0,18.962,0.041,0,18.227,0.032,0,0,1,2,2,40.59034,42.57623,2,42,21.68,42,34,34.4
502313,-130.27,1182.43,20.223,0.099,0,19.665,0.076,0,19.151,0.045,0,18.723,0.056,0,1,1,1,1,40.4468,42.98298,2,41,47.23,42,58,58.7
500510,2623.56,-516.69,99.999,9.999,9.999,19.669,0.055,0,19.199,0.053,0,18.789,0.041,0,0,1,1,2,40.9057,42.47251,2,43,37.37,42,28,21
502703,2381.05,1552.16,99.999,9.999,9.999,19.669,0.07,0,18.831,0.037,0,18.161,0.037,0,0,1,2,2,40.37353,42.50617,2,41,29.65,42,30,22.2
502418,1413.81,1292.22,99.999,9.999,9.999,19.67,0.064,0,18.5,0.018,0.031,16.934,0.011,0.006,0,1,8,17,40.43183,42.69057,2,41,43.64,42,41,26
503373,2343.38,2205.98,20.28,0.08,0,19.672,0.058,0,18.999,0.043,0,18.542,0.044,0,1,1,2,2,40.20559,42.50893,2,40,49.34,42,30,32.1
501968,1059.32,872.7,99.999,9.999,9.999,19.672,0.056,0,18.916,0.019,0.01,18.289,0.015,0.004,0,1,11,18,40.53675,42.76015,2,42,8.82,42,45,36.5
501337,2441.7,119.52,99.999,9.999,9.999,19.673,0.059,0,19.013,0.037,0,18.467,0.059,0,0,1,2,1,40.74128,42.50339,2,42,57.91,42,30,12.2
504197,1793.01,2760.59,99.999,9.999,9.999,19.675,0.059,0,18.939,0.037,0,18.273,0.032,0,0,1,2,2,40.05807,42.60901,2,40,13.94,42,36,32.4
503817,2363.07,2513.55,99.999,9.999,9.999,19.675,0.06,0,18.555,0.035,0,17.135,0.026,0,0,2,2,2,40.12694,42.50308,2,40,30.47,42,30,11.1
503402,1593.05,2220.66,99.999,9.999,9.999,19.676,0.074,0,18.628,0.028,0,17.459,0.025,0,0,1,3,2,40.19482,42.65057,2,40,46.76,42,39,2.1
500155,1147.05,-747.79,99.999,9.999,9.999,19.676,0.076,0,18.996,0.024,0.02,18.504,0.027,0.059,0,1,4,3,40.95455,42.75271,2,43,49.09,42,45,9.8
503309,361.39,2165.43,99.999,9.999,9.999,19.676,0.069,0,18.609,0.033,0,17.456,0.027,0,0,1,2,3,40.19751,42.88362,2,40,47.4,42,53,1
504155,1542.13,2732.6,99.999,9.999,9.999,19.677,0.061,0,19.138,0.039,0,18.592,0.037,0,0,1,2,2,40.06281,42.6566,2,40,15.08,42,39,23.7
502816,183.87,1665.67,20.141,0.098,0,19.681,0.063,0,19.205,0.027,0.019,18.828,0.043,0,1,1,6,2,40.3248,42.92052,2,41,17.95,42,55,13.9
503919,965.64,2567.13,99.999,9.999,9.999,19.682,0.08,0,19.154,0.046,0,18.768,0.056,0,0,1,2,1,40.09977,42.76667,2,40,23.94,42,46,0
502097,467.03,991.77,99.999,9.999,9.999,19.682,0.065,0,19.18,0.022,0.024,18.575,0.018,0.036,0,1,9,14,40.50111,42.87132,2,42,0.27,42,52,16.8
501024,2849.96,-162.48,99.999,9.999,9.999,19.684,0.064,0,18.726,0.04,0,17.902,0.032,0,0,1,2,2,40.81662,42.42782,2,43,15.99,42,25,40.2
503116,1199.48,2022.44,20.247,0.084,0,19.684,0.062,0,19.139,0.024,0.031,18.717,0.02,0.033,1,1,9,15,40.24213,42.72627,2,40,58.11,42,43,34.6
503023,334.9,1894.6,99.999,9.999,9.999,19.686,0.059,0,19.173,0.034,0,18.88,0.024,0.01,0,1,5,13,40.26711,42.89046,2,41,4.11,42,53,25.7
503274,2229.58,2148.13,20.068,0.074,0,19.687,0.06,0,19.406,0.056,0,19,0.038,0,1,1,1,1,40.21936,42.53082,2,40,52.65,42,31,51
504327,531.5,2847.51,99.999,9.999,9.999,19.687,0.065,0,19.213,0.1,0,18.727,0.049,0,0,1,1,1,40.02331,42.84667,2,40,5.59,42,50,48
502208,2755.26,1093.38,99.999,9.999,9.999,19.687,0.046,0.011,19.075,0.028,0.085,18.365,0.036,0.023,0,2,3,2,40.49429,42.43838,2,41,58.63,42,26,18.2
504482,2077.89,2982.45,99.999,9.999,9.999,19.687,0.062,0,19.008,0.044,0,18.455,0.037,0,0,1,1,1,40.00395,42.55359,2,40,0.95,42,33,12.9
500151,1216.33,-748.13,99.999,9.999,9.999,19.689,0.066,0,18.787,0.029,0,17.905,0.032,0,0,1,2,2,40.95513,42.73962,2,43,49.23,42,44,22.6
503781,-469.37,2485.57,99.999,9.999,9.999,19.69,0.059,0,19.251,0.06,0,18.778,0.04,0,0,1,1,2,40.10693,43.03832,2,40,25.66,43,2,18
501760,2707.14,624.19,99.999,9.999,9.999,19.69,0.057,0,18.808,0.041,0,17.975,0.03,0,0,1,1,2,40.61405,42.45031,2,42,27.37,42,27,1.1
502914,-136.23,1764.77,99.999,9.999,9.999,19.692,0.064,0,19.266,0.046,0,18.895,0.056,0,0,1,2,1,40.29632,42.98033,2,41,11.12,42,58,49.2
503984,110.73,2609.87,99.999,9.999,9.999,19.693,0.072,0,19.302,0.065,0,18.972,0.051,0,0,1,1,1,40.08046,42.92786,2,40,19.31,42,55,40.3
502054,-65.15,957.27,99.999,9.999,9.999,19.693,0.07,0,18.456,0.021,0.016,17.111,0.015,0.005,0,1,4,5,40.50551,42.97208,2,42,1.32,42,58,19.5
503573,1228.51,2345.77,99.999,9.999,9.999,19.694,0.054,0,18.465,0.029,0,16.988,0.024,0,0,1,2,3,40.15923,42.71857,2,40,38.22,42,43,6.9
500159,2325.45,-743.79,99.999,9.999,9.999,19.694,0.065,0,19.142,0.041,0,18.629,0.051,0,0,1,2,1,40.9618,42.53002,2,43,50.83,42,31,48.1
501325,1829.71,97.97,99.999,9.999,9.999,19.696,0.061,0,19.323,0.045,0,18.876,0.025,0.024,0,1,1,11,40.74212,42.61915,2,42,58.11,42,37,8.9
502101,2740.38,993.61,99.999,9.999,9.999,19.701,0.055,0.066,18.763,0.03,0.018,17.889,0.03,0,0,2,4,2,40.51971,42.4418,2,42,4.73,42,26,30.5
501519,306.66,317.06,99.999,9.999,9.999,19.702,0.096,0,19.191,0.027,0.077,18.721,0.021,0.005,0,1,8,14,40.67383,42.90567,2,42,41.72,42,54,20.4
503474,2041.52,2283.73,99.999,9.999,9.999,19.703,0.061,0,99.999,9.999,9.999,18.359,0.074,0,0,1,0,1,40.18283,42.56542,2,40,43.88,42,33,55.5
501728,1853.52,578.83,99.999,9.999,9.999,19.703,0.07,0,18.478,0.019,0.004,17.039,0.011,0.01,0,1,9,16,40.61881,42.61186,2,42,28.51,42,36,42.7
503457,1565.94,2266.29,20.427,0.075,0,19.703,0.064,0,19.281,0.056,0,18.982,0.043,0,1,2,1,2,40.18285,42.65538,2,40,43.88,42,39,19.4
500228,2740.27,-703.45,99.999,9.999,9.999,19.704,0.052,0,18.921,0.039,0,18.056,0.032,0,0,1,1,2,40.95437,42.45143,2,43,49.05,42,27,5.2
500037,2026.78,-831.09,99.999,9.999,9.999,19.704,0.077,0,18.938,0.049,0,18.277,0.035,0,0,1,2,2,40.98212,42.58691,2,43,55.71,42,35,12.9
502778,1554.88,1628.9,20.137,0.069,0,19.705,0.054,0,19.361,0.03,0,18.948,0.027,0.017,1,2,6,9,40.34653,42.66175,2,41,23.17,42,39,42.3
503659,1343.99,2396.63,20.578,0.085,0,19.705,0.072,0,19.036,0.038,0,18.585,0.043,0,1,1,2,2,40.14725,42.6964,2,40,35.34,42,41,47
503455,-81.02,2262.5,99.999,9.999,9.999,19.705,0.067,0,18.499,0.032,0,17.12,0.022,0,0,1,2,3,40.16829,42.96652,2,40,40.39,42,57,59.5
500746,1159.96,-355.11,99.999,9.999,9.999,19.706,0.062,0,18.836,0.024,0.01,18.056,0.022,0.016,0,1,4,4,40.85357,42.7482,2,43,24.86,42,44,53.5
501574,1539.97,398.18,99.999,9.999,9.999,19.706,0.072,0,19.247,0.049,0,18.861,0.023,0.017,0,1,1,13,40.66272,42.67217,2,42,39.05,42,40,19.8
501852,2728.51,725.68,99.999,9.999,9.999,19.706,0.07,0,18.567,0.037,0,17.084,0.022,0,0,1,2,3,40.58823,42.44567,2,42,21.18,42,26,44.4
500534,2839.96,-505.68,99.999,9.999,9.999,19.706,0.07,0,19.118,0.04,0,18.587,0.037,0,0,1,1,1,40.90443,42.43156,2,43,37.06,42,25,53.6
504154,806.67,2731.68,99.999,9.999,9.999,19.707,0.075,0,99.999,9.999,9.999,18.503,0.058,0,0,1,0,2,40.05586,42.79553,2,40,13.41,42,47,43.9
501569,1273.54,395.77,99.999,9.999,9.999,19.708,0.06,0,19.25,0.029,0.012,18.798,0.024,0.029,0,1,6,10,40.66122,42.72252,2,42,38.69,42,43,21.1
503467,311.24,2274.73,99.999,9.999,9.999,19.708,0.078,0,18.82,0.028,0,18.18,0.033,0,0,1,2,2,40.16885,42.89234,2,40,40.52,42,53,32.4
504159,497.31,2735.28,99.999,9.999,9.999,19.709,0.073,0,19.162,0.045,0,18.666,0.048,0,0,1,1,1,40.0519,42.85394,2,40,12.46,42,51,14.2
502722,-81.58,1572.5,99.999,9.999,9.999,19.709,0.077,0,18.501,0.028,0,17.206,0.024,0,0,1,2,3,40.34647,42.97128,2,41,23.15,42,58,16.6
503576,1362.65,2346.85,20.237,0.069,0,19.709,0.068,0,19.098,0.088,0,18.713,0.096,0,1,1,1,1,40.16023,42.69322,2,40,38.45,42,41,35.6
501599,2272.33,436.88,99.999,9.999,9.999,19.71,0.057,0,18.663,0.033,0,17.619,0.031,0,0,1,2,2,40.65859,42.53357,2,42,38.06,42,32,0.8
500089,2396.3,-791.62,99.999,9.999,9.999,19.711,0.062,0,18.53,0.029,0,17.132,0.024,0,0,1,2,3,40.97456,42.51688,2,43,53.9,42,31,0.8
502832,1318.31,1679.91,99.999,9.999,9.999,19.712,0.064,0,19.245,0.026,0.044,18.745,0.02,0.001,0,1,8,16,40.3313,42.70611,2,41,19.51,42,42,22
501428,1627.56,216.6,99.999,9.999,9.999,19.712,0.056,0,18.622,0.021,0.042,17.569,0.013,0.004,0,1,8,16,40.71008,42.65667,2,42,50.42,42,39,24
500336,1580.99,-627.89,99.999,9.999,9.999,19.712,0.057,0,19.348,0.055,0,18.984,0.054,0,0,1,1,1,40.92678,42.67009,2,43,42.43,42,40,12.3
503404,110.97,2221.74,99.999,9.999,9.999,19.713,0.063,0,19.192,0.05,0,18.896,0.067,0,0,1,2,1,40.18062,42.93054,2,40,43.35,42,55,49.9
500717,699.07,-371.63,99.999,9.999,9.999,19.713,0.1,0,19.304,0.058,0,18.771,0.051,0,0,1,1,2,40.85443,42.83538,2,43,25.06,42,50,7.4
501381,1064.8,165.79,99.999,9.999,9.999,19.713,0.066,0,19.174,0.025,0.02,18.641,0.018,0.013,0,1,8,15,40.71877,42.76329,2,42,52.5,42,45,47.8
502814,2557.16,1663.64,99.999,9.999,9.999,19.715,0.072,0,19.385,0.045,0,18.972,0.05,0,0,1,2,1,40.34651,42.47217,2,41,23.16,42,28,19.8
501793,2342.4,662.29,99.999,9.999,9.999,19.716,0.07,0,18.892,0.042,0,17.989,0.032,0,0,1,2,2,40.60134,42.519,2,42,24.32,42,31,8.4
501171,272.82,-55.94,99.999,9.999,9.999,19.716,0.1,0,19.165,0.044,0,18.809,0.05,0,0,1,2,2,40.76982,42.91418,2,43,4.76,42,54,51.1
500399,2381.66,-585.14,99.999,9.999,9.999,19.717,0.064,0,19.371,0.042,0,18.962,0.052,0,0,1,2,1,40.92151,42.51858,2,43,41.16,42,31,6.9
501641,1750.62,487.81,99.999,9.999,9.999,19.717,0.057,0,18.711,0.021,0.011,17.778,0.013,0.022,0,1,8,16,40.64136,42.63184,2,42,33.93,42,37,54.6
503394,135.73,2214.8,99.999,9.999,9.999,19.717,0.071,0,19.271,0.044,0,18.756,0.051,0,0,1,1,1,40.18265,42.92591,2,40,43.84,42,55,33.3
503213,2340.11,2107.03,99.999,9.999,9.999,19.719,0.061,0,19.386,0.052,0,19.026,0.052,0,0,1,1,1,40.23092,42.51022,2,40,55.42,42,30,36.8
501201,2728.79,-28.5,99.999,9.999,9.999,19.72,0.043,0,18.668,0.033,0,17.488,0.023,0,0,1,2,2,40.7814,42.44998,2,43,7.54,42,26,59.9
504100,2353.82,2687.56,99.999,9.999,9.999,19.721,0.063,0,18.767,0.028,0,17.634,0.026,0,0,1,2,3,40.08225,42.50359,2,40,19.74,42,30,12.9
501719,1456.99,567.49,99.999,9.999,9.999,19.721,0.049,0,18.796,0.021,0.031,18.051,0.016,0.015,0,1,9,15,40.61853,42.68685,2,42,28.45,42,41,12.7
501488,2197.12,282.54,99.999,9.999,9.999,19.722,0.069,0,19.071,0.047,0,18.458,0.034,0,0,1,1,2,40.69758,42.54867,2,42,47.42,42,32,55.2
502138,2047.45,1028.97,99.999,9.999,9.999,19.722,0.035,0.202,19.422,0.042,0.005,19.025,0.044,0.043,0,3,2,2,40.50485,42.5725,2,42,1.16,42,34,21
